piece	staff	bigram_id	n0_tpc	n0_octave	n1_tpc	n1_octave	n0_midi	int_fifths	int_octaves	int_semitones
chor023	1	22	2	5	4	5	74	2	-1	2
chor023	1	23	4	5	0	5	76	-4	2	-4
chor023	1	24	0	5	2	5	72	2	-1	2
chor023	1	25	2	5	0	5	74	-2	1	-2
chor023	1	26	0	5	5	4	72	5	-3	-1
chor023	1	27	5	4	5	4	71	0	0	0
chor023	1	28	5	4	0	5	71	-5	3	1
chor023	1	29	0	5	2	5	72	2	-1	2
chor023	1	30	2	5	4	5	74	2	-1	2
chor023	1	31	4	5	0	5	76	-4	2	-4
chor023	1	32	0	5	2	5	72	2	-1	2
chor023	1	33	2	5	0	5	74	-2	1	-2
chor023	1	34	0	5	5	4	72	5	-3	-1
chor023	1	35	5	4	4	5	71	-1	1	5
chor023	1	36	4	5	0	5	76	-4	2	-4
chor023	1	37	0	5	5	4	72	5	-3	-1
chor023	1	38	5	4	3	4	71	-2	1	-2
chor023	1	39	3	4	5	4	69	2	-1	2
chor023	1	40	5	4	5	4	71	0	0	0
chor023	1	41	5	4	3	4	71	-2	1	-2
chor023	2	0	4	4	4	4	64	0	0	0
chor023	2	1	4	4	4	4	64	0	0	0
chor023	2	2	4	4	4	4	64	0	0	0
chor023	2	3	4	4	2	4	64	-2	1	-2
chor023	2	4	2	4	2	4	62	0	0	0
chor023	2	5	2	4	1	4	62	-1	1	5
chor023	2	6	1	4	6	4	67	5	-3	-1
chor023	2	7	6	4	1	4	66	-5	3	1
chor023	2	8	1	4	4	4	67	3	-2	-3
chor023	2	9	4	4	4	4	64	0	0	0
chor023	2	10	4	4	3	4	64	-1	1	5
chor023	2	11	3	4	3	4	69	0	0	0
chor023	2	12	3	4	8	4	69	5	-3	-1
chor023	2	13	8	4	4	4	68	-4	2	-4
chor023	2	14	4	4	3	4	64	-1	1	5
chor023	2	15	3	4	3	4	69	0	0	0
chor023	2	16	3	4	8	4	69	5	-3	-1
chor023	2	17	8	4	3	4	68	-5	3	1
chor023	2	18	3	4	3	4	69	0	0	0
chor023	2	19	3	4	8	4	69	5	-3	-1
chor023	2	20	8	4	3	4	68	-5	3	1
chor023	2	21	3	4	3	3	69	0	-1	-12
chor023	2	22	3	3	4	4	57	1	0	7
chor023	2	23	4	4	8	4	64	4	-2	4
chor023	2	24	8	4	3	4	68	-5	3	1
chor023	2	25	3	4	1	4	69	-2	1	-2
chor023	2	26	1	4	1	4	67	0	0	0
chor023	2	27	1	4	3	4	67	2	-1	2
chor023	2	28	3	4	3	4	69	0	0	0
chor023	2	29	3	4	1	4	69	-2	1	-2
chor023	2	30	1	4	6	4	67	5	-3	-1
chor023	2	31	6	4	1	4	66	-5	3	1
chor023	2	32	1	4	1	4	67	0	0	0
chor023	2	33	1	4	1	4	67	0	0	0
chor023	2	34	1	4	-1	4	67	-2	1	-2
chor023	2	35	-1	4	4	4	65	5	-3	-1
chor023	2	36	4	4	3	4	64	-1	1	5
chor023	2	37	3	4	3	4	69	0	0	0
chor023	2	38	3	4	1	4	69	-2	1	-2
chor023	2	39	1	4	6	4	67	5	-3	-1
chor023	2	40	6	4	4	4	66	-2	1	-2
chor023	2	41	4	4	2	4	64	-2	1	-2
chor023	2	42	2	4	4	4	62	2	-1	2
chor023	2	43	4	4	4	4	64	0	0	0
chor023	2	44	4	4	3	4	64	-1	1	5
chor023	2	45	3	4	3	4	69	0	0	0
chor023	2	46	3	4	8	4	69	5	-3	-1
chor023	2	47	8	4	4	4	68	-4	2	-4
chor023	3	0	0	4	0	4	60	0	0	0
chor023	3	1	0	4	5	3	60	5	-3	-1
chor023	3	2	5	3	3	3	59	-2	1	-2
chor023	3	3	3	3	3	3	57	0	0	0
chor023	3	4	3	3	1	3	57	-2	1	-2
chor023	3	5	1	3	6	3	55	5	-3	-1
chor023	3	6	6	3	1	3	54	-5	3	1
chor023	3	7	1	3	3	3	55	2	-1	2
chor023	3	8	3	3	5	3	57	2	-1	2
chor023	3	9	5	3	5	3	59	0	0	0
chor023	3	10	5	3	3	3	59	-2	1	-2
chor023	3	11	3	3	5	3	57	2	-1	2
chor023	3	12	5	3	0	4	59	-5	3	1
chor023	3	13	0	4	-1	4	60	-1	1	5
chor023	3	14	-1	4	4	4	65	5	-3	-1
chor023	3	15	4	4	2	4	64	-2	1	-2
chor023	3	16	2	4	0	4	62	-2	1	-2
chor023	3	17	0	4	0	4	60	0	0	0
chor023	3	18	0	4	2	4	60	2	-1	2
chor023	3	19	2	4	4	4	62	2	-1	2
chor023	3	20	4	4	-1	4	64	-5	3	1
chor023	3	21	-1	4	4	4	65	5	-3	-1
chor023	3	22	4	4	4	4	64	0	0	0
chor023	3	23	4	4	2	4	64	-2	1	-2
chor023	3	24	2	4	8	3	62	6	-4	-6
chor023	3	25	8	3	4	4	56	-4	3	8
chor023	3	26	4	4	4	4	64	0	0	0
chor023	3	27	4	4	2	4	64	-2	1	-2
chor023	3	28	2	4	0	4	62	-2	1	-2
chor023	3	29	0	4	2	4	60	2	-1	2
chor023	3	30	2	4	4	4	62	2	-1	2
chor023	3	31	4	4	3	3	64	-1	0	-7
chor023	3	32	3	3	2	4	57	-1	1	5
chor023	3	33	2	4	2	4	62	0	0	0
chor023	3	34	2	4	2	4	62	0	0	0
chor023	3	35	2	4	1	3	62	-1	0	-7
chor023	3	36	1	3	3	3	55	2	-1	2
chor023	3	37	3	3	5	3	57	2	-1	2
chor023	3	38	5	3	0	4	59	-5	3	1
chor023	3	39	0	4	2	4	60	2	-1	2
chor023	3	40	2	4	4	4	62	2	-1	2
chor023	3	41	4	4	2	4	64	-2	1	-2
chor023	3	42	2	4	3	3	62	1	-1	-5
chor023	3	43	3	3	5	3	57	2	-1	2
chor023	3	44	5	3	5	3	59	0	0	0
chor023	3	45	5	3	3	3	59	-2	1	-2
chor023	3	46	3	3	5	3	57	2	-1	2
chor023	3	47	5	3	0	4	59	-5	3	1
chor023	3	48	0	4	-1	4	60	-1	1	5
chor023	3	49	-1	4	4	4	65	5	-3	-1
chor023	3	50	4	4	2	4	64	-2	1	-2
chor023	3	51	2	4	7	4	62	5	-3	-1
chor023	4	0	3	2	3	3	45	0	1	12
chor023	4	1	3	3	8	3	57	5	-3	-1
chor023	4	2	8	3	3	3	56	-5	3	1
chor023	4	3	3	3	6	3	57	3	-2	-3
chor023	4	4	6	3	1	3	54	-5	3	1
chor023	4	5	1	3	1	2	55	0	-1	-12
chor023	4	6	1	2	8	3	43	7	-3	13
chor023	4	7	8	3	3	3	56	-5	3	1
chor023	4	8	3	3	1	3	57	-2	1	-2
chor023	4	9	1	3	-1	3	55	-2	1	-2
chor023	4	10	-1	3	4	3	53	5	-3	-1
chor023	4	11	4	3	2	3	52	-2	1	-2
chor023	4	12	2	3	4	3	50	2	-1	2
chor023	4	13	4	3	3	2	52	-1	0	-7
chor023	4	14	3	2	3	2	45	0	0	0
chor023	4	15	3	2	5	2	45	2	-1	2
chor023	4	16	5	2	0	3	47	-5	3	1
chor023	4	17	0	3	2	3	48	2	-1	2
chor023	4	18	2	3	4	3	50	2	-1	2
chor023	4	19	4	3	-1	3	52	-5	3	1
chor023	4	20	-1	3	4	3	53	5	-3	-1
chor023	4	21	4	3	4	3	52	0	0	0
chor023	4	22	4	3	3	3	52	-1	1	5
chor023	4	23	3	3	5	3	57	2	-1	2
chor023	4	24	5	3	0	4	59	-5	3	1
chor023	4	25	0	4	5	3	60	5	-3	-1
chor023	4	26	5	3	3	3	59	-2	1	-2
chor023	4	27	3	3	1	3	57	-2	1	-2
chor023	4	28	1	3	6	3	55	5	-3	-1
chor023	4	29	6	3	4	3	54	-2	1	-2
chor023	4	30	4	3	2	3	52	-2	1	-2
chor023	4	31	2	3	1	3	50	-1	1	5
chor023	4	32	1	3	-1	3	55	-2	1	-2
chor023	4	33	-1	3	4	3	53	5	-3	-1
chor023	4	34	4	3	2	3	52	-2	1	-2
chor023	4	35	2	3	0	3	50	-2	1	-2
chor023	4	36	0	3	5	2	48	5	-3	-1
chor023	4	37	5	2	3	2	47	-2	1	-2
chor023	4	38	3	2	5	2	45	2	-1	2
chor023	4	39	5	2	0	3	47	-5	3	1
chor023	4	40	0	3	2	3	48	2	-1	2
chor023	4	41	2	3	1	2	50	-1	0	-7
chor023	4	42	1	2	8	3	43	7	-3	13
chor023	4	43	8	3	3	3	56	-5	3	1
chor023	4	44	3	3	1	3	57	-2	1	-2
chor023	4	45	1	3	-1	3	55	-2	1	-2
chor023	4	46	-1	3	4	3	53	5	-3	-1
chor023	4	47	4	3	2	3	52	-2	1	-2
chor023	4	48	2	3	4	3	50	2	-1	2
chor023	4	49	4	3	3	2	52	-1	0	-7
chor024	1	0	2	4	3	4	62	1	0	7
chor024	1	1	3	4	3	4	69	0	0	0
chor024	1	2	3	4	5	4	69	2	-1	2
chor024	1	3	5	4	7	5	71	2	-1	2
chor024	1	4	7	5	2	5	73	-5	3	1
chor024	1	5	2	5	2	5	74	0	0	0
chor024	1	6	2	5	6	5	74	4	-2	4
chor024	1	7	6	5	4	5	78	-2	1	-2
chor024	1	8	4	5	2	5	76	-2	1	-2
chor024	1	9	2	5	2	5	74	0	0	0
chor024	1	10	2	5	7	5	74	5	-3	-1
chor024	1	11	7	5	2	5	73	-5	3	1
chor024	1	12	2	5	2	5	74	0	0	0
chor024	1	13	2	5	4	5	74	2	-1	2
chor024	1	14	4	5	6	5	76	2	-1	2
chor024	1	15	6	5	6	5	78	0	0	0
chor024	1	16	6	5	4	5	78	-2	1	-2
chor024	1	17	4	5	2	5	76	-2	1	-2
chor024	1	18	2	5	7	5	74	5	-3	-1
chor024	1	19	7	5	5	4	73	-2	1	-2
chor024	1	20	5	4	7	5	71	2	-1	2
chor024	1	21	7	5	3	4	73	-4	2	-4
chor024	1	22	3	4	7	5	69	4	-2	4
chor024	1	23	7	5	2	5	73	-5	3	1
chor024	1	24	2	5	7	5	74	5	-3	-1
chor024	1	25	7	5	5	4	73	-2	1	-2
chor024	1	26	5	4	5	4	71	0	0	0
chor024	1	27	5	4	3	4	71	-2	1	-2
chor024	1	28	3	4	3	4	69	0	0	0
chor024	1	29	3	4	6	4	69	3	-2	-3
chor024	1	30	6	4	1	4	66	-5	3	1
chor024	1	31	1	4	3	4	67	2	-1	2
chor024	1	32	3	4	5	4	69	2	-1	2
chor024	1	33	5	4	3	4	71	-2	1	-2
chor024	1	34	3	4	3	4	69	0	0	0
chor024	1	35	3	4	1	4	69	-2	1	-2
chor024	1	36	1	4	6	4	67	5	-3	-1
chor024	1	37	6	4	6	4	66	0	0	0
chor024	1	38	6	4	3	4	66	-3	2	3
chor024	1	39	3	4	1	4	69	-2	1	-2
chor024	1	40	1	4	6	4	67	5	-3	-1
chor024	1	41	6	4	4	4	66	-2	1	-2
chor024	1	42	4	4	4	4	64	0	0	0
chor024	1	43	4	4	2	4	64	-2	1	-2
chor024	2	0	3	3	2	4	57	-1	1	5
chor024	2	1	2	4	2	4	62	0	0	0
chor024	2	2	2	4	2	4	62	0	0	0
chor024	2	3	2	4	1	4	62	-1	1	5
chor024	2	4	1	4	1	4	67	0	0	0
chor024	2	5	1	4	6	4	67	5	-3	-1
chor024	2	6	6	4	4	4	66	-2	1	-2
chor024	2	7	4	4	6	4	64	2	-1	2
chor024	2	8	6	4	3	4	66	-3	2	3
chor024	2	9	3	4	5	4	69	2	-1	2
chor024	2	10	5	4	7	5	71	2	-1	2
chor024	2	11	7	5	5	4	73	-2	1	-2
chor024	2	12	5	4	5	4	71	0	0	0
chor024	2	13	5	4	3	4	71	-2	1	-2
chor024	2	14	3	4	3	4	69	0	0	0
chor024	2	15	3	4	3	4	69	0	0	0
chor024	2	16	3	4	2	5	69	-1	1	5
chor024	2	17	2	5	2	5	74	0	0	0
chor024	2	18	2	5	7	5	74	5	-3	-1
chor024	2	19	7	5	5	4	73	-2	1	-2
chor024	2	20	5	4	8	4	71	3	-2	-3
chor024	2	21	8	4	3	4	68	-5	3	1
chor024	2	22	3	4	5	4	69	2	-1	2
chor024	2	23	5	4	4	4	71	-1	0	-7
chor024	2	24	4	4	6	4	64	2	-1	2
chor024	2	25	6	4	8	4	66	2	-1	2
chor024	2	26	8	4	6	4	68	-2	1	-2
chor024	2	27	6	4	3	4	66	-3	2	3
chor024	2	28	3	4	3	4	69	0	0	0
chor024	2	29	3	4	8	4	69	5	-3	-1
chor024	2	30	8	4	3	4	68	-5	3	1
chor024	2	31	3	4	3	4	69	0	0	0
chor024	2	32	3	4	8	4	69	5	-3	-1
chor024	2	33	8	4	4	4	68	-4	2	-4
chor024	2	34	4	4	4	4	64	0	0	0
chor024	2	35	4	4	2	4	64	-2	1	-2
chor024	2	36	2	4	2	4	62	0	0	0
chor024	2	37	2	4	2	4	62	0	0	0
chor024	2	38	2	4	4	4	62	2	-1	2
chor024	2	39	4	4	6	4	64	2	-1	2
chor024	2	40	6	4	6	4	66	0	0	0
chor024	2	41	6	4	4	4	66	-2	1	-2
chor024	2	42	4	4	9	4	64	5	-3	-1
chor024	2	43	9	4	2	4	63	-7	4	-1
chor024	2	44	2	4	2	4	62	0	0	0
chor024	2	45	2	4	2	4	62	0	0	0
chor024	2	46	2	4	2	4	62	0	0	0
chor024	2	47	2	4	7	4	62	5	-3	-1
chor024	2	48	7	4	3	3	61	-4	2	-4
chor024	3	0	6	3	4	3	54	-2	1	-2
chor024	3	1	4	3	6	3	52	2	-1	2
chor024	3	2	6	3	1	3	54	-5	3	1
chor024	3	3	1	3	3	3	55	2	-1	2
chor024	3	4	3	3	6	3	57	3	-2	-3
chor024	3	5	6	3	1	3	54	-5	3	1
chor024	3	6	1	3	1	3	55	0	0	0
chor024	3	7	1	3	3	3	55	2	-1	2
chor024	3	8	3	3	5	3	57	2	-1	2
chor024	3	9	5	3	3	3	59	-2	1	-2
chor024	3	10	3	3	1	3	57	-2	1	-2
chor024	3	11	1	3	3	3	55	2	-1	2
chor024	3	12	3	3	3	4	57	0	1	12
chor024	3	13	3	4	1	4	69	-2	1	-2
chor024	3	14	1	4	6	4	67	5	-3	-1
chor024	3	15	6	4	-1	4	66	-7	4	-1
chor024	3	16	-1	4	4	4	65	5	-3	-1
chor024	3	17	4	4	6	4	64	2	-1	2
chor024	3	18	6	4	6	4	66	0	0	0
chor024	3	19	6	4	1	4	66	-5	3	1
chor024	3	20	1	4	3	4	67	2	-1	2
chor024	3	21	3	4	2	4	69	-1	0	-7
chor024	3	22	2	4	4	4	62	2	-1	2
chor024	3	23	4	4	2	4	64	-2	1	-2
chor024	3	24	2	4	7	4	62	5	-3	-1
chor024	3	25	7	4	5	3	61	-2	1	-2
chor024	3	26	5	3	3	3	59	-2	1	-2
chor024	3	27	3	3	8	3	57	5	-3	-1
chor024	3	28	8	3	7	4	56	-1	1	5
chor024	3	29	7	4	6	4	61	-1	1	5
chor024	3	30	6	4	4	4	66	-2	1	-2
chor024	3	31	4	4	2	4	64	-2	1	-2
chor024	3	32	2	4	4	4	62	2	-1	2
chor024	3	33	4	4	4	4	64	0	0	0
chor024	3	34	4	4	6	4	64	2	-1	2
chor024	3	35	6	4	4	4	66	-2	1	-2
chor024	3	36	4	4	2	4	64	-2	1	-2
chor024	3	37	2	4	7	4	62	5	-3	-1
chor024	3	38	7	4	3	3	61	-4	2	-4
chor024	3	39	3	3	3	3	57	0	0	0
chor024	3	40	3	3	2	4	57	-1	1	5
chor024	3	41	2	4	0	4	62	-2	1	-2
chor024	3	42	0	4	5	3	60	5	-3	-1
chor024	3	43	5	3	7	4	59	2	-1	2
chor024	3	44	7	4	2	4	61	-5	3	1
chor024	3	45	2	4	0	4	62	-2	1	-2
chor024	3	46	0	4	5	3	60	5	-3	-1
chor024	3	47	5	3	5	3	59	0	0	0
chor024	3	48	5	3	0	4	59	-5	3	1
chor024	3	49	0	4	5	3	60	5	-3	-1
chor024	3	50	5	3	5	3	59	0	0	0
chor024	3	51	5	3	5	3	59	0	0	0
chor024	3	52	5	3	3	3	59	-2	1	-2
chor024	3	53	3	3	1	3	57	-2	1	-2
chor024	3	54	1	3	6	3	55	5	-3	-1
chor024	4	0	2	3	7	3	50	5	-3	-1
chor024	4	1	7	3	2	3	49	-5	3	1
chor024	4	2	2	3	4	3	50	2	-1	2
chor024	4	3	4	3	6	3	52	2	-1	2
chor024	4	4	6	3	2	3	54	-4	2	-4
chor024	4	5	2	3	1	3	50	-1	1	5
chor024	4	6	1	3	6	3	55	5	-3	-1
chor024	4	7	6	3	4	3	54	-2	1	-2
chor024	4	8	4	3	5	2	52	1	-1	-5
chor024	4	9	5	2	7	3	47	2	-1	2
chor024	4	10	7	3	2	3	49	-5	3	1
chor024	4	11	2	3	2	2	50	0	-1	-12
chor024	4	12	2	2	2	4	38	0	2	24
chor024	4	13	2	4	10	3	62	8	-5	-4
chor024	4	14	10	3	5	3	58	-5	3	1
chor024	4	15	5	3	3	3	59	-2	1	-2
chor024	4	16	3	3	8	3	57	5	-3	-1
chor024	4	17	8	3	3	3	56	-5	3	1
chor024	4	18	3	3	2	3	57	-1	0	-7
chor024	4	19	2	3	2	3	50	0	0	0
chor024	4	20	2	3	2	4	50	0	1	12
chor024	4	21	2	4	7	4	62	5	-3	-1
chor024	4	22	7	4	5	3	61	-2	1	-2
chor024	4	23	5	3	3	3	59	-2	1	-2
chor024	4	24	3	3	8	3	57	5	-3	-1
chor024	4	25	8	3	4	3	56	-4	2	-4
chor024	4	26	4	3	6	3	52	2	-1	2
chor024	4	27	6	3	8	3	54	2	-1	2
chor024	4	28	8	3	3	3	56	-5	3	1
chor024	4	29	3	3	8	3	57	5	-3	-1
chor024	4	30	8	3	6	3	56	-2	1	-2
chor024	4	31	6	3	11	3	54	5	-3	-1
chor024	4	32	11	3	6	3	53	-5	3	1
chor024	4	33	6	3	6	3	54	0	0	0
chor024	4	34	6	3	5	3	54	-1	1	5
chor024	4	35	5	3	5	2	59	0	-1	-12
chor024	4	36	5	2	7	3	47	2	-1	2
chor024	4	37	7	3	2	3	49	-5	3	1
chor024	4	38	2	3	4	3	50	2	-1	2
chor024	4	39	4	3	2	3	52	-2	1	-2
chor024	4	40	2	3	4	3	50	2	-1	2
chor024	4	41	4	3	4	2	52	0	-1	-12
chor024	4	42	4	2	3	2	40	-1	1	5
chor024	4	43	3	2	7	3	45	4	-2	4
chor024	4	44	7	3	2	3	49	-5	3	1
chor024	4	45	2	3	4	3	50	2	-1	2
chor024	4	46	4	3	6	3	52	2	-1	2
chor024	4	47	6	3	2	3	54	-4	2	-4
chor024	4	48	2	3	1	3	50	-1	1	5
chor024	4	49	1	3	6	3	55	5	-3	-1
chor024	4	50	6	3	4	3	54	-2	1	-2
chor024	4	51	4	3	9	3	52	5	-3	-1
chor024	4	52	9	3	4	3	51	-5	3	1
chor024	4	53	4	3	5	2	52	1	-1	-5
chor024	4	54	5	2	6	2	47	1	-1	-5
chor024	4	55	6	2	1	2	42	-5	3	1
chor024	4	56	1	2	3	2	43	2	-1	2
chor024	4	57	3	2	5	2	45	2	-1	2
chor024	4	58	5	2	3	2	47	-2	1	-2
chor024	4	59	3	2	1	2	45	-2	1	-2
chor024	4	60	1	2	4	2	43	3	-2	-3
chor024	4	61	4	2	3	2	40	-1	1	5
chor024	4	62	3	2	2	2	45	-1	0	-7
chor025	1	0	-1	4	-1	4	65	0	0	0
chor025	1	1	-1	4	1	4	65	2	-1	2
chor025	1	2	1	4	-4	4	67	-5	3	1
chor025	1	3	-4	4	-2	4	68	2	-1	2
chor025	1	4	-2	4	0	5	70	2	-1	2
chor025	1	5	0	5	0	5	72	0	0	0
chor025	1	6	0	5	0	5	72	0	0	0
chor025	1	7	0	5	-2	4	72	-2	1	-2
chor025	1	8	-2	4	-4	4	70	-2	1	-2
chor025	1	9	-4	4	-2	4	68	2	-1	2
chor025	1	10	-2	4	1	4	70	3	-2	-3
chor025	1	11	1	4	1	4	67	0	0	0
chor025	1	12	1	4	-4	4	67	-5	3	1
chor025	1	13	-4	4	-2	4	68	2	-1	2
chor025	1	14	-2	4	0	5	70	2	-1	2
chor025	1	15	0	5	0	5	72	0	0	0
chor025	1	16	0	5	-2	4	72	-2	1	-2
chor025	1	17	-2	4	0	5	70	2	-1	2
chor025	1	18	0	5	0	5	72	0	0	0
chor025	1	19	0	5	-4	4	72	-4	2	-4
chor025	1	20	-4	4	-2	4	68	2	-1	2
chor025	1	21	-2	4	0	5	70	2	-1	2
chor025	1	22	0	5	-5	5	72	-5	3	1
chor025	1	23	-5	5	-3	5	73	2	-1	2
chor025	1	24	-3	5	0	5	75	3	-2	-3
chor025	1	25	0	5	-2	4	72	-2	1	-2
chor025	1	26	-2	4	-4	4	70	-2	1	-2
chor025	1	27	-4	4	-4	4	68	0	0	0
chor025	1	28	-4	4	0	5	68	4	-2	4
chor025	1	29	0	5	-3	5	72	-3	2	3
chor025	1	30	-3	5	0	5	75	3	-2	-3
chor025	1	31	0	5	0	5	72	0	0	0
chor025	1	32	0	5	0	5	72	0	0	0
chor025	1	33	0	5	-2	4	72	-2	1	-2
chor025	1	34	-2	4	-2	4	70	0	0	0
chor025	1	35	-2	4	-2	4	70	0	0	0
chor025	1	36	-2	4	0	5	70	2	-1	2
chor025	1	37	0	5	-2	4	72	-2	1	-2
chor025	1	38	-2	4	-4	4	70	-2	1	-2
chor025	1	39	-4	4	-2	4	68	2	-1	2
chor025	1	40	-2	4	-4	4	70	-2	1	-2
chor025	1	41	-4	4	1	4	68	5	-3	-1
chor025	1	42	1	4	-1	4	67	-2	1	-2
chor025	2	0	0	4	0	4	60	0	0	0
chor025	2	1	0	4	2	4	60	2	-1	2
chor025	2	2	2	4	4	4	62	2	-1	2
chor025	2	3	4	4	-1	4	64	-5	3	1
chor025	2	4	-1	4	4	4	65	5	-3	-1
chor025	2	5	4	4	-1	4	64	-5	3	1
chor025	2	6	-1	4	1	4	65	2	-1	2
chor025	2	7	1	4	4	4	67	3	-2	-3
chor025	2	8	4	4	-3	4	64	-7	4	-1
chor025	2	9	-3	4	-3	4	63	0	0	0
chor025	2	10	-3	4	-1	4	63	2	-1	2
chor025	2	11	-1	4	1	4	65	2	-1	2
chor025	2	12	1	4	1	4	67	0	0	0
chor025	2	13	1	4	-1	4	67	-2	1	-2
chor025	2	14	-1	4	4	4	65	5	-3	-1
chor025	2	15	4	4	-1	4	64	-5	3	1
chor025	2	16	-1	4	4	4	65	5	-3	-1
chor025	2	17	4	4	4	4	64	0	0	0
chor025	2	18	4	4	-1	4	64	-5	3	1
chor025	2	19	-1	4	-3	4	65	-2	1	-2
chor025	2	20	-3	4	-3	4	63	0	0	0
chor025	2	21	-3	4	-1	4	63	2	-1	2
chor025	2	22	-1	4	-1	4	65	0	0	0
chor025	2	23	-1	4	-3	4	65	-2	1	-2
chor025	2	24	-3	4	-3	4	63	0	0	0
chor025	2	25	-3	4	-3	4	63	0	0	0
chor025	2	26	-3	4	-1	4	63	2	-1	2
chor025	2	27	-1	4	-1	4	65	0	0	0
chor025	2	28	-1	4	1	4	65	2	-1	2
chor025	2	29	1	4	-4	4	67	-5	3	1
chor025	2	30	-4	4	-4	4	68	0	0	0
chor025	2	31	-4	4	-4	4	68	0	0	0
chor025	2	32	-4	4	1	4	68	5	-3	-1
chor025	2	33	1	4	-3	4	67	-4	2	-4
chor025	2	34	-3	4	-4	4	63	-1	1	5
chor025	2	35	-4	4	-2	4	68	2	-1	2
chor025	2	36	-2	4	-4	4	70	-2	1	-2
chor025	2	37	-4	4	-4	4	68	0	0	0
chor025	2	38	-4	4	-4	4	68	0	0	0
chor025	2	39	-4	4	-4	4	68	0	0	0
chor025	2	40	-4	4	1	4	68	5	-3	-1
chor025	2	41	1	4	-1	4	67	-2	1	-2
chor025	2	42	-1	4	1	4	65	2	-1	2
chor025	2	43	1	4	1	4	67	0	0	0
chor025	2	44	1	4	1	4	67	0	0	0
chor025	2	45	1	4	-1	4	67	-2	1	-2
chor025	2	46	-1	4	4	4	65	5	-3	-1
chor025	2	47	4	4	-1	4	64	-5	3	1
chor025	2	48	-1	4	-1	4	65	0	0	0
chor025	2	49	-1	4	4	4	65	5	-3	-1
chor025	2	50	4	4	0	4	64	-4	2	-4
chor025	3	0	-4	3	-2	3	56	2	-1	2
chor025	3	1	-2	3	0	4	58	2	-1	2
chor025	3	2	0	4	-2	3	60	-2	1	-2
chor025	3	3	-2	3	0	4	58	2	-1	2
chor025	3	4	0	4	-5	4	60	-5	3	1
chor025	3	5	-5	4	1	3	61	6	-4	-6
chor025	3	6	1	3	-4	3	55	-5	3	1
chor025	3	7	-4	3	-4	3	56	0	0	0
chor025	3	8	-4	3	1	3	56	5	-3	-1
chor025	3	9	1	3	0	4	55	-1	1	5
chor025	3	10	0	4	-5	4	60	-5	3	1
chor025	3	11	-5	4	0	4	61	5	-3	-1
chor025	3	12	0	4	0	4	60	0	0	0
chor025	3	13	0	4	0	4	60	0	0	0
chor025	3	14	0	4	-5	4	60	-5	3	1
chor025	3	15	-5	4	0	4	61	5	-3	-1
chor025	3	16	0	4	-2	3	60	-2	1	-2
chor025	3	17	-2	3	-4	3	58	-2	1	-2
chor025	3	18	-4	3	-4	3	56	0	0	0
chor025	3	19	-4	3	-4	3	56	0	0	0
chor025	3	20	-4	3	1	3	56	5	-3	-1
chor025	3	21	1	3	-4	3	55	-5	3	1
chor025	3	22	-4	3	-4	3	56	0	0	0
chor025	3	23	-4	3	-4	3	56	0	0	0
chor025	3	24	-4	3	-5	4	56	-1	1	5
chor025	3	25	-5	4	0	4	61	5	-3	-1
chor025	3	26	0	4	-1	4	60	-1	1	5
chor025	3	27	-1	4	-3	4	65	-2	1	-2
chor025	3	28	-3	4	-5	4	63	-2	1	-2
chor025	3	29	-5	4	0	4	61	5	-3	-1
chor025	3	30	0	4	0	4	60	0	0	0
chor025	3	31	0	4	-3	4	60	-3	2	3
chor025	3	32	-3	4	-3	4	63	0	0	0
chor025	3	33	-3	4	-3	4	63	0	0	0
chor025	3	34	-3	4	-1	4	63	2	-1	2
chor025	3	35	-1	4	-3	4	65	-2	1	-2
chor025	3	36	-3	4	-1	4	63	2	-1	2
chor025	3	37	-1	4	-3	4	65	-2	1	-2
chor025	3	38	-3	4	2	4	63	5	-3	-1
chor025	3	39	2	4	-3	4	62	-5	3	1
chor025	3	40	-3	4	-3	4	63	0	0	0
chor025	3	41	-3	4	-5	4	63	-2	1	-2
chor025	3	42	-5	4	0	4	61	5	-3	-1
chor025	3	43	0	4	0	4	60	0	0	0
chor025	3	44	0	4	0	4	60	0	0	0
chor025	3	45	0	4	-2	3	60	-2	1	-2
chor025	3	46	-2	3	0	4	58	2	-1	2
chor025	3	47	0	4	-5	4	60	-5	3	1
chor025	3	48	-5	4	0	4	61	5	-3	-1
chor025	3	49	0	4	-2	3	60	-2	1	-2
chor025	3	50	-2	3	3	3	58	5	-3	-1
chor025	4	0	-1	3	1	3	53	2	-1	2
chor025	4	1	1	3	-4	3	55	-5	3	1
chor025	4	2	-4	3	1	3	56	5	-3	-1
chor025	4	3	1	3	-1	3	55	-2	1	-2
chor025	4	4	-1	3	-5	3	53	-4	2	-4
chor025	4	5	-5	3	0	3	49	5	-3	-1
chor025	4	6	0	3	-4	2	48	-4	2	-4
chor025	4	7	-4	2	-2	2	44	2	-1	2
chor025	4	8	-2	2	0	3	46	2	-1	2
chor025	4	9	0	3	2	3	48	2	-1	2
chor025	4	10	2	3	4	3	50	2	-1	2
chor025	4	11	4	3	-1	3	52	-5	3	1
chor025	4	12	-1	3	-2	2	53	-1	0	-7
chor025	4	13	-2	2	0	3	46	2	-1	2
chor025	4	14	0	3	0	3	48	0	0	0
chor025	4	15	0	3	-1	3	48	-1	1	5
chor025	4	16	-1	3	1	3	53	2	-1	2
chor025	4	17	1	3	-4	3	55	-5	3	1
