piece	staff	bigram_id	n0_tpc	n0_octave	n1_tpc	n1_octave	n0_midi	int_fifths	int_octaves	int_semitones
chor001	1	0	1	4	1	4	67	0	0	0
chor001	1	1	1	4	2	5	67	1	0	7
chor001	1	2	2	5	5	4	74	3	-2	-3
chor001	1	3	5	4	3	4	71	-2	1	-2
chor001	1	4	3	4	1	4	69	-2	1	-2
chor001	1	5	1	4	1	4	67	0	0	0
chor001	1	6	1	4	3	4	67	2	-1	2
chor001	1	7	3	4	5	4	69	2	-1	2
chor001	1	8	5	4	3	4	71	-2	1	-2
chor001	1	9	3	4	5	4	69	2	-1	2
chor001	1	10	5	4	2	5	71	-3	2	3
chor001	1	11	2	5	0	5	74	-2	1	-2
chor001	1	12	0	5	5	4	72	5	-3	-1
chor001	1	13	5	4	3	4	71	-2	1	-2
chor001	1	14	3	4	1	4	69	-2	1	-2
chor001	1	15	1	4	5	4	67	4	-2	4
chor001	1	16	5	4	5	4	71	0	0	0
chor001	1	17	5	4	0	5	71	-5	3	1
chor001	1	18	0	5	2	5	72	2	-1	2
chor001	1	19	2	5	2	5	74	0	0	0
chor001	1	20	2	5	0	5	74	-2	1	-2
chor001	1	21	0	5	5	4	72	5	-3	-1
chor001	1	22	5	4	3	4	71	-2	1	-2
chor001	1	23	3	4	1	4	69	-2	1	-2
chor001	1	24	1	4	5	4	67	4	-2	4
chor001	1	25	5	4	0	5	71	-5	3	1
chor001	1	26	0	5	2	5	72	2	-1	2
chor001	1	27	2	5	0	5	74	-2	1	-2
chor001	1	28	0	5	5	4	72	5	-3	-1
chor001	1	29	5	4	1	4	71	-4	2	-4
chor001	1	30	1	4	5	4	67	4	-2	4
chor001	1	31	5	4	2	5	71	-3	2	3
chor001	1	32	2	5	0	5	74	-2	1	-2
chor001	1	33	0	5	5	4	72	5	-3	-1
chor001	1	34	5	4	3	4	71	-2	1	-2
chor001	1	35	3	4	1	4	69	-2	1	-2
chor001	1	36	1	4	3	4	67	2	-1	2
chor001	1	37	3	4	5	4	69	2	-1	2
chor001	1	38	5	4	3	4	71	-2	1	-2
chor001	1	39	3	4	5	4	69	2	-1	2
chor001	1	40	5	4	2	5	71	-3	2	3
chor001	1	41	2	5	0	5	74	-2	1	-2
chor001	1	42	0	5	5	4	72	5	-3	-1
chor001	1	43	5	4	3	4	71	-2	1	-2
chor001	1	44	3	4	1	4	69	-2	1	-2
chor001	2	0	2	4	2	4	62	0	0	0
chor001	2	1	2	4	4	4	62	2	-1	2
chor001	2	2	4	4	2	4	64	-2	1	-2
chor001	2	3	2	4	2	4	62	0	0	0
chor001	2	4	2	4	5	3	62	3	-2	-3
chor001	2	5	5	3	4	4	59	-1	1	5
chor001	2	6	4	4	2	4	64	-2	1	-2
chor001	2	7	2	4	4	4	62	2	-1	2
chor001	2	8	4	4	6	4	64	2	-1	2
chor001	2	9	6	4	1	4	66	-5	3	1
chor001	2	10	1	4	6	4	67	5	-3	-1
chor001	2	11	6	4	1	4	66	-5	3	1
chor001	2	12	1	4	2	4	67	1	-1	-5
chor001	2	13	2	4	4	4	62	2	-1	2
chor001	2	14	4	4	6	4	64	2	-1	2
chor001	2	15	6	4	1	4	66	-5	3	1
chor001	2	16	1	4	6	4	67	5	-3	-1
chor001	2	17	6	4	2	4	66	-4	2	-4
chor001	2	18	2	4	1	4	62	-1	1	5
chor001	2	19	1	4	1	4	67	0	0	0
chor001	2	20	1	4	6	4	67	5	-3	-1
chor001	2	21	6	4	4	4	66	-2	1	-2
chor001	2	22	4	4	6	4	64	2	-1	2
chor001	2	23	6	4	1	4	66	-5	3	1
chor001	2	24	1	4	1	4	67	0	0	0
chor001	2	25	1	4	3	4	67	2	-1	2
chor001	2	26	3	4	1	4	69	-2	1	-2
chor001	2	27	1	4	6	4	67	5	-3	-1
chor001	2	28	6	4	1	4	66	-5	3	1
chor001	2	29	1	4	6	4	67	5	-3	-1
chor001	2	30	6	4	4	4	66	-2	1	-2
chor001	2	31	4	4	4	4	64	0	0	0
chor001	2	32	4	4	6	4	64	2	-1	2
chor001	2	33	6	4	1	4	66	-5	3	1
chor001	2	34	1	4	3	4	67	2	-1	2
chor001	2	35	3	4	3	4	69	0	0	0
chor001	2	36	3	4	1	4	69	-2	1	-2
chor001	2	37	1	4	6	4	67	5	-3	-1
chor001	2	38	6	4	1	4	66	-5	3	1
chor001	2	39	1	4	-1	4	67	-2	1	-2
chor001	2	40	-1	4	4	4	65	5	-3	-1
chor001	2	41	4	4	1	4	64	-3	2	3
chor001	2	42	1	4	3	4	67	2	-1	2
chor001	2	43	3	4	1	4	69	-2	1	-2
chor001	2	44	1	4	6	4	67	5	-3	-1
chor001	2	45	6	4	1	4	66	-5	3	1
chor001	2	46	1	4	6	4	67	5	-3	-1
chor001	2	47	6	4	6	4	66	0	0	0
chor001	2	48	6	4	4	4	66	-2	1	-2
chor001	2	49	4	4	4	4	64	0	0	0
chor001	2	50	4	4	6	4	64	2	-1	2
chor001	2	51	6	4	1	4	66	-5	3	1
chor001	2	52	1	4	6	4	67	5	-3	-1
chor001	2	53	6	4	1	4	66	-5	3	1
chor001	2	54	1	4	3	4	67	2	-1	2
chor001	2	55	3	4	1	4	69	-2	1	-2
chor001	2	56	1	4	6	4	67	5	-3	-1
chor001	2	57	6	4	1	4	66	-5	3	1
chor001	2	58	1	4	6	4	67	5	-3	-1
chor001	2	59	6	4	2	4	66	-4	2	-4
chor001	3	0	5	3	5	3	59	0	0	0
chor001	3	1	5	3	0	4	59	-5	3	1
chor001	3	2	0	4	5	3	60	5	-3	-1
chor001	3	3	5	3	3	3	59	-2	1	-2
chor001	3	4	3	3	1	3	57	-2	1	-2
chor001	3	5	1	3	6	3	55	5	-3	-1
chor001	3	6	6	3	1	3	54	-5	3	1
chor001	3	7	1	3	0	4	55	-1	1	5
chor001	3	8	0	4	5	3	60	5	-3	-1
chor001	3	9	5	3	0	4	59	-5	3	1
chor001	3	10	0	4	2	4	60	2	-1	2
chor001	3	11	2	4	2	4	62	0	0	0
chor001	3	12	2	4	2	4	62	0	0	0
chor001	3	13	2	4	3	3	62	1	-1	-5
chor001	3	14	3	3	5	3	57	2	-1	2
chor001	3	15	5	3	0	4	59	-5	3	1
chor001	3	16	0	4	2	4	60	2	-1	2
chor001	3	17	2	4	4	4	62	2	-1	2
chor001	3	18	4	4	2	4	64	-2	1	-2
chor001	3	19	2	4	0	4	62	-2	1	-2
chor001	3	20	0	4	5	3	60	5	-3	-1
chor001	3	21	5	3	2	4	59	-3	2	3
chor001	3	22	2	4	2	4	62	0	0	0
chor001	3	23	2	4	0	4	62	-2	1	-2
chor001	3	24	0	4	5	3	60	5	-3	-1
chor001	3	25	5	3	3	3	59	-2	1	-2
chor001	3	26	3	3	5	3	57	2	-1	2
chor001	3	27	5	3	0	4	59	-5	3	1
chor001	3	28	0	4	2	4	60	2	-1	2
chor001	3	29	2	4	2	4	62	0	0	0
chor001	3	30	2	4	2	4	62	0	0	0
chor001	3	31	2	4	5	3	62	3	-2	-3
chor001	3	32	5	3	1	3	59	-4	2	-4
chor001	3	33	1	3	5	3	55	4	-2	4
chor001	3	34	5	3	4	4	59	-1	1	5
chor001	3	35	4	4	2	4	64	-2	1	-2
chor001	3	36	2	4	2	4	62	0	0	0
chor001	3	37	2	4	2	4	62	0	0	0
chor001	3	38	2	4	0	4	62	-2	1	-2
chor001	3	39	0	4	2	4	60	2	-1	2
chor001	3	40	2	4	2	4	62	0	0	0
chor001	3	41	2	4	0	4	62	-2	1	-2
chor001	3	42	0	4	5	3	60	5	-3	-1
chor001	3	43	5	3	0	4	59	-5	3	1
chor001	3	44	0	4	2	4	60	2	-1	2
chor001	3	45	2	4	2	4	62	0	0	0
chor001	3	46	2	4	0	4	62	-2	1	-2
chor001	3	47	0	4	5	3	60	5	-3	-1
chor001	3	48	5	3	0	4	59	-5	3	1
chor001	3	49	0	4	2	4	60	2	-1	2
chor001	3	50	2	4	2	4	62	0	0	0
chor001	3	51	2	4	2	4	62	0	0	0
chor001	3	52	2	4	2	4	62	0	0	0
chor001	3	53	2	4	4	4	62	2	-1	2
chor001	3	54	4	4	4	4	64	0	0	0
chor001	3	55	4	4	2	4	64	-2	1	-2
chor001	3	56	2	4	0	4	62	-2	1	-2
chor001	3	57	0	4	5	3	60	5	-3	-1
chor001	4	0	1	2	1	3	43	0	1	12
chor001	4	1	1	3	4	3	55	3	-2	-3
chor001	4	2	4	3	6	3	52	2	-1	2
chor001	4	3	6	3	1	3	54	-5	3	1
chor001	4	4	1	3	2	3	55	1	-1	-5
chor001	4	5	2	3	4	3	50	2	-1	2
chor001	4	6	4	3	0	3	52	-4	2	-4
chor001	4	7	0	3	5	2	48	5	-3	-1
chor001	4	8	5	2	3	2	47	-2	1	-2
chor001	4	9	3	2	1	2	45	-2	1	-2
chor001	4	10	1	2	2	3	43	1	0	7
chor001	4	11	2	3	1	2	50	-1	0	-7
chor001	4	12	1	2	6	2	43	5	-3	-1
chor001	4	13	6	2	1	2	42	-5	3	1
chor001	4	14	1	2	3	2	43	2	-1	2
chor001	4	15	3	2	5	2	45	2	-1	2
chor001	4	16	5	2	0	3	47	-5	3	1
chor001	4	17	0	3	2	3	48	2	-1	2
chor001	4	18	2	3	1	2	50	-1	0	-7
chor001	4	19	1	2	1	2	43	0	0	0
chor001	4	20	1	2	1	2	43	0	0	0
chor001	4	21	1	2	3	2	43	2	-1	2
chor001	4	22	3	2	5	2	45	2	-1	2
chor001	4	23	5	2	5	2	47	0	0	0
chor001	4	24	5	2	3	2	47	-2	1	-2
chor001	4	25	3	2	1	2	45	-2	1	-2
chor001	4	26	1	2	2	3	43	1	0	7
chor001	4	27	2	3	4	3	50	2	-1	2
chor001	4	28	4	3	4	3	52	0	0	0
chor001	4	29	4	3	2	3	52	-2	1	-2
chor001	4	30	2	3	0	3	50	-2	1	-2
chor001	4	31	0	3	5	2	48	5	-3	-1
chor001	4	32	5	2	0	3	47	-5	3	1
chor001	4	33	0	3	2	3	48	2	-1	2
chor001	4	34	2	3	1	2	50	-1	0	-7
chor001	4	35	1	2	3	2	43	2	-1	2
chor001	4	36	3	2	5	2	45	2	-1	2
chor001	4	37	5	2	1	2	47	-4	2	-4
chor001	4	38	1	2	0	3	43	-1	1	5
chor001	4	39	0	3	1	2	48	1	-1	-5
chor001	4	40	1	2	6	2	43	5	-3	-1
chor001	4	41	6	2	1	2	42	-5	3	1
chor001	4	42	1	2	3	2	43	2	-1	2
chor001	4	43	3	2	5	2	45	2	-1	2
chor001	4	44	5	2	1	2	47	-4	2	-4
chor001	4	45	1	2	2	3	43	1	0	7
chor001	4	46	2	3	4	3	50	2	-1	2
chor001	4	47	4	3	2	3	52	-2	1	-2
chor001	4	48	2	3	0	3	50	-2	1	-2
chor001	4	49	0	3	5	2	48	5	-3	-1
chor001	4	50	5	2	3	2	47	-2	1	-2
chor001	4	51	3	2	1	2	45	-2	1	-2
chor001	4	52	1	2	2	3	43	1	0	7
chor001	4	53	2	3	1	3	50	-1	1	5
chor001	4	54	1	3	1	3	55	0	0	0
chor001	4	55	1	3	6	3	55	5	-3	-1
chor001	4	56	6	3	4	3	54	-2	1	-2
chor001	4	57	4	3	4	3	52	0	0	0
chor001	4	58	4	3	2	3	52	-2	1	-2
chor001	4	59	2	3	0	3	50	-2	1	-2
chor001	4	60	0	3	2	3	48	2	-1	2
chor001	4	61	2	3	1	2	50	-1	0	-7
chor002	1	0	3	4	3	4	69	0	0	0
chor002	1	1	3	4	3	4	69	0	0	0
chor002	1	2	3	4	3	4	69	0	0	0
chor002	1	3	3	4	5	4	69	2	-1	2
chor002	1	4	5	4	1	4	71	-4	2	-4
chor002	1	5	1	4	6	4	67	5	-3	-1
chor002	1	6	6	4	4	4	66	-2	1	-2
chor002	1	7	4	4	5	4	64	1	0	7
chor002	1	8	5	4	7	5	71	2	-1	2
chor002	1	9	7	5	5	4	73	-2	1	-2
chor002	1	10	5	4	3	4	71	-2	1	-2
chor002	1	11	3	4	8	4	69	5	-3	-1
chor002	1	12	8	4	6	4	68	-2	1	-2
chor002	1	13	6	4	8	4	66	2	-1	2
chor002	1	14	8	4	6	4	68	-2	1	-2
chor002	1	15	6	4	4	4	66	-2	1	-2
chor002	1	16	4	4	4	5	64	0	1	12
chor002	1	17	4	5	2	5	76	-2	1	-2
chor002	1	18	2	5	7	5	74	5	-3	-1
chor002	1	19	7	5	5	4	73	-2	1	-2
chor002	1	20	5	4	3	4	71	-2	1	-2
chor002	1	21	3	4	3	4	69	0	0	0
chor002	1	22	3	4	5	4	69	2	-1	2
chor002	1	23	5	4	7	5	71	2	-1	2
chor002	1	24	7	5	5	4	73	-2	1	-2
chor002	1	25	5	4	7	5	71	2	-1	2
chor002	1	26	7	5	2	5	73	-5	3	1
chor002	1	27	2	5	7	5	74	5	-3	-1
chor002	1	28	7	5	5	4	73	-2	1	-2
chor002	1	29	5	4	10	4	71	5	-3	-1
chor002	1	30	10	4	5	4	70	-5	3	1
chor002	1	31	5	4	4	4	71	-1	0	-7
chor002	1	32	4	4	3	4	64	-1	1	5
chor002	1	33	3	4	5	4	69	2	-1	2
chor002	1	34	5	4	7	5	71	2	-1	2
chor002	1	35	7	5	2	5	73	-5	3	1
chor002	1	36	2	5	4	5	74	2	-1	2
chor002	1	37	4	5	2	5	76	-2	1	-2
chor002	1	38	2	5	7	5	74	5	-3	-1
chor002	1	39	7	5	5	4	73	-2	1	-2
chor002	1	40	5	4	2	5	71	-3	2	3
chor002	1	41	2	5	7	5	74	5	-3	-1
chor002	1	42	7	5	5	4	73	-2	1	-2
chor002	1	43	5	4	4	5	71	-1	1	5
chor002	1	44	4	5	2	5	76	-2	1	-2
chor002	1	45	2	5	7	5	74	5	-3	-1
chor002	1	46	7	5	5	4	73	-2	1	-2
chor002	1	47	5	4	3	4	71	-2	1	-2
chor002	1	48	3	4	5	4	69	2	-1	2
chor002	1	49	5	4	7	5	71	2	-1	2
chor002	1	50	7	5	5	4	73	-2	1	-2
chor002	1	51	5	4	3	4	71	-2	1	-2
chor002	2	0	4	4	6	4	64	2	-1	2
chor002	2	1	6	4	4	4	66	-2	1	-2
chor002	2	2	4	4	6	4	64	2	-1	2
chor002	2	3	6	4	6	4	66	0	0	0
chor002	2	4	6	4	4	4	66	-2	1	-2
chor002	2	5	4	4	9	4	64	5	-3	-1
chor002	2	6	9	4	5	3	63	-4	2	-4
chor002	2	7	5	3	8	4	59	3	-1	9
chor002	2	8	8	4	3	4	68	-5	3	1
chor002	2	9	3	4	8	4	69	5	-3	-1
chor002	2	10	8	4	6	4	68	-2	1	-2
chor002	2	11	6	4	4	4	66	-2	1	-2
chor002	2	12	4	4	4	4	64	0	0	0
chor002	2	13	4	4	9	4	64	5	-3	-1
chor002	2	14	9	4	5	3	63	-4	2	-4
chor002	2	15	5	3	7	5	59	2	0	14
chor002	2	16	7	5	5	4	73	-2	1	-2
chor002	2	17	5	4	3	4	71	-2	1	-2
chor002	2	18	3	4	3	4	69	0	0	0
chor002	2	19	3	4	8	4	69	5	-3	-1
chor002	2	20	8	4	3	4	68	-5	3	1
chor002	2	21	3	4	1	4	69	-2	1	-2
chor002	2	22	1	4	6	4	67	5	-3	-1
chor002	2	23	6	4	8	4	66	2	-1	2
chor002	2	24	8	4	3	4	68	-5	3	1
chor002	2	25	3	4	8	4	69	5	-3	-1
chor002	2	26	8	4	10	4	68	2	-1	2
chor002	2	27	10	4	5	4	70	-5	3	1
chor002	2	28	5	4	3	4	71	-2	1	-2
chor002	2	29	3	4	1	4	69	-2	1	-2
chor002	2	30	1	4	6	4	67	5	-3	-1
chor002	2	31	6	4	4	4	66	-2	1	-2
chor002	2	32	4	4	6	4	64	2	-1	2
chor002	2	33	6	4	6	4	66	0	0	0
chor002	2	34	6	4	4	4	66	-2	1	-2
chor002	2	35	4	4	2	4	64	-2	1	-2
chor002	2	36	2	4	7	4	62	5	-3	-1
chor002	2	37	7	4	2	4	61	-5	3	1
chor002	2	38	2	4	4	4	62	2	-1	2
chor002	2	39	4	4	6	4	64	2	-1	2
chor002	2	40	6	4	8	4	66	2	-1	2
chor002	2	41	8	4	3	4	68	-5	3	1
chor002	2	42	3	4	4	4	69	1	-1	-5
chor002	2	43	4	4	5	4	64	1	0	7
chor002	2	44	5	4	3	4	71	-2	1	-2
chor002	2	45	3	4	8	4	69	5	-3	-1
chor002	2	46	8	4	6	4	68	-2	1	-2
chor002	2	47	6	4	4	4	66	-2	1	-2
chor002	2	48	4	4	6	4	64	2	-1	2
chor002	2	49	6	4	8	4	66	2	-1	2
chor002	2	50	8	4	3	4	68	-5	3	1
chor002	2	51	3	4	3	4	69	0	0	0
chor002	2	52	3	4	8	4	69	5	-3	-1
chor002	2	53	8	4	4	4	68	-4	2	-4
chor002	3	0	7	4	7	4	61	0	0	0
chor002	3	1	7	4	7	4	61	0	0	0
chor002	3	2	7	4	5	3	61	-2	1	-2
chor002	3	3	5	3	3	3	59	-2	1	-2
chor002	3	4	3	3	8	3	57	5	-3	-1
chor002	3	5	8	3	6	3	56	-2	1	-2
chor002	3	6	6	3	5	3	54	-1	1	5
chor002	3	7	5	3	3	3	59	-2	1	-2
chor002	3	8	3	3	8	3	57	5	-3	-1
chor002	3	9	8	3	4	4	56	-4	3	8
chor002	3	10	4	4	4	4	64	0	0	0
chor002	3	11	4	4	9	4	64	5	-3	-1
chor002	3	12	9	4	7	4	63	-2	1	-2
chor002	3	13	7	4	5	3	61	-2	1	-2
chor002	3	14	5	3	3	3	59	-2	1	-2
chor002	3	15	3	3	8	3	57	5	-3	-1
chor002	3	16	8	3	8	3	56	0	0	0
chor002	3	17	8	3	3	3	56	-5	3	1
chor002	3	18	3	3	5	3	57	2	-1	2
chor002	3	19	5	3	7	4	59	2	-1	2
chor002	3	20	7	4	2	4	61	-5	3	1
chor002	3	21	2	4	4	4	62	2	-1	2
chor002	3	22	4	4	4	4	64	0	0	0
chor002	3	23	4	4	2	4	64	-2	1	-2
chor002	3	24	2	4	4	4	62	2	-1	2
chor002	3	25	4	4	4	4	64	0	0	0
chor002	3	26	4	4	4	4	64	0	0	0
chor002	3	27	4	4	6	4	64	2	-1	2
chor002	3	28	6	4	5	3	66	-1	0	-7
chor002	3	29	5	3	10	3	59	5	-3	-1
chor002	3	30	10	3	5	3	58	-5	3	1
chor002	3	31	5	3	7	4	59	2	-1	2
chor002	3	32	7	4	2	4	61	-5	3	1
chor002	3	33	2	4	8	3	62	6	-4	-6
chor002	3	34	8	3	3	3	56	-5	3	1
chor002	3	35	3	3	8	3	57	5	-3	-1
chor002	3	36	8	3	6	3	56	-2	1	-2
chor002	3	37	6	3	4	3	54	-2	1	-2
chor002	3	38	4	3	4	4	52	0	1	12
chor002	3	39	4	4	2	4	64	-2	1	-2
chor002	3	40	2	4	7	4	62	5	-3	-1
chor002	3	41	7	4	2	4	61	-5	3	1
chor002	3	42	2	4	4	4	62	2	-1	2
chor002	3	43	4	4	6	4	64	2	-1	2
chor002	3	44	6	4	8	4	66	2	-1	2
chor002	3	45	8	4	6	4	68	-2	1	-2
chor002	3	46	6	4	6	4	66	0	0	0
chor002	3	47	6	4	4	4	66	-2	1	-2
chor002	3	48	4	4	2	4	64	-2	1	-2
chor002	3	49	2	4	7	4	62	5	-3	-1
chor002	3	50	7	4	5	3	61	-2	1	-2
chor002	3	51	5	3	7	4	59	2	-1	2
chor002	3	52	7	4	2	4	61	-5	3	1
chor002	3	53	2	4	4	4	62	2	-1	2
chor002	3	54	4	4	2	4	64	-2	1	-2
chor002	3	55	2	4	7	4	62	5	-3	-1
chor002	3	56	7	4	6	4	61	-1	1	5
chor002	3	57	6	4	5	3	66	-1	0	-7
chor002	3	58	5	3	4	4	59	-1	1	5
chor002	3	59	4	4	2	4	64	-2	1	-2
chor002	3	60	2	4	7	4	62	5	-3	-1
chor002	4	0	3	3	8	3	57	5	-3	-1
chor002	4	1	8	3	6	3	56	-2	1	-2
chor002	4	2	6	3	7	3	54	1	-1	-5
chor002	4	3	7	3	2	3	49	-5	3	1
chor002	4	4	2	3	9	3	50	7	-4	1
chor002	4	5	9	3	4	3	51	-5	3	1
chor002	4	6	4	3	5	2	52	1	-1	-5
chor002	4	7	5	2	4	2	47	-1	0	-7
chor002	4	8	4	2	4	3	40	0	1	12
chor002	4	9	4	3	3	3	52	-1	1	5
chor002	4	10	3	3	5	3	57	2	-1	2
chor002	4	11	5	3	7	4	59	2	-1	2
chor002	4	12	7	4	5	3	61	-2	1	-2
chor002	4	13	5	3	3	3	59	-2	1	-2
chor002	4	14	3	3	5	3	57	2	-1	2
chor002	4	15	5	3	5	2	59	0	-1	-12
chor002	4	16	5	2	4	3	47	-1	1	5
chor002	4	17	4	3	7	3	52	3	-2	-3
chor002	4	18	7	3	6	3	49	-1	1	5
chor002	4	19	6	3	8	3	54	2	-1	2
chor002	4	20	8	3	3	3	56	-5	3	1
chor002	4	21	3	3	4	3	57	1	-1	-5
chor002	4	22	4	3	7	3	52	3	-2	-3
chor002	4	23	7	3	3	2	49	-4	2	-4
chor002	4	24	3	2	2	3	45	-1	1	5
chor002	4	25	2	3	7	3	50	5	-3	-1
chor002	4	26	7	3	2	3	49	-5	3	1
chor002	4	27	2	3	4	3	50	2	-1	2
chor002	4	28	4	3	7	3	52	3	-2	-3
chor002	4	29	7	3	5	2	49	-2	1	-2
chor002	4	30	5	2	7	3	47	2	-1	2
chor002	4	31	7	3	2	3	49	-5	3	1
chor002	4	32	2	3	1	3	50	-1	1	5
chor002	4	33	1	3	6	3	55	5	-3	-1
chor002	4	34	6	3	5	2	54	-1	0	-7
chor002	4	35	5	2	7	3	47	2	-1	2
chor002	4	36	7	3	6	3	49	-1	1	5
chor002	4	37	6	3	4	3	54	-2	1	-2
chor002	4	38	4	3	2	3	52	-2	1	-2
chor002	4	39	2	3	7	3	50	5	-3	-1
chor002	4	40	7	3	5	2	49	-2	1	-2
chor002	4	41	5	2	3	2	47	-2	1	-2
chor002	4	42	3	2	5	2	45	2	-1	2
chor002	4	43	5	2	7	3	47	2	-1	2
chor002	4	44	7	3	2	3	49	-5	3	1
chor002	4	45	2	3	4	3	50	2	-1	2
chor002	4	46	4	3	5	2	52	1	-1	-5
chor002	4	47	5	2	6	3	47	1	0	7
chor002	4	48	6	3	8	3	54	2	-1	2
chor002	4	49	8	3	3	3	56	-5	3	1
chor002	4	50	3	3	8	3	57	5	-3	-1
chor002	4	51	8	3	4	3	56	-4	2	-4
chor002	4	52	4	3	3	3	52	-1	1	5
chor002	4	53	3	3	3	3	57	0	0	0
chor002	4	54	3	3	8	3	57	5	-3	-1
chor002	4	55	8	3	6	3	56	-2	1	-2
chor002	4	56	6	3	4	3	54	-2	1	-2
chor002	4	57	4	3	2	3	52	-2	1	-2
chor002	4	58	2	3	4	3	50	2	-1	2
chor002	4	59	4	3	3	2	52	-1	0	-7
chor003	1	0	5	4	0	5	71	-5	3	1
chor003	1	1	0	5	5	4	72	5	-3	-1
chor003	1	2	5	4	3	4	71	-2	1	-2
chor003	1	3	3	4	4	5	69	1	0	7
chor003	1	4	4	5	4	5	76	0	0	0
chor003	1	5	4	5	2	5	76	-2	1	-2
chor003	1	6	2	5	0	5	74	-2	1	-2
chor003	1	7	0	5	5	4	72	5	-3	-1
chor003	1	8	5	4	2	5	71	-3	2	3
chor003	1	9	2	5	0	5	74	-2	1	-2
chor003	1	10	0	5	5	4	72	5	-3	-1
chor003	1	11	5	4	3	4	71	-2	1	-2
chor003	1	12	3	4	5	4	69	2	-1	2
chor003	1	13	5	4	0	5	71	-5	3	1
chor003	1	14	0	5	2	5	72	2	-1	2
chor003	1	15	2	5	0	5	74	-2	1	-2
chor003	1	16	0	5	5	4	72	5	-3	-1
chor003	1	17	5	4	3	4	71	-2	1	-2
chor003	1	18	3	4	3	4	69	0	0	0
chor003	1	19	3	4	5	4	69	2	-1	2
chor003	1	20	5	4	3	4	71	-2	1	-2
chor003	1	21	3	4	1	4	69	-2	1	-2
chor003	1	22	1	4	6	4	67	5	-3	-1
chor003	1	23	6	4	4	4	66	-2	1	-2
chor003	1	24	4	4	6	4	64	2	-1	2
chor003	1	25	6	4	1	4	66	-5	3	1
chor003	1	26	1	4	3	4	67	2	-1	2
chor003	1	27	3	4	5	4	69	2	-1	2
chor003	1	28	5	4	1	4	71	-4	2	-4
chor003	1	29	1	4	3	4	67	2	-1	2
chor003	1	30	3	4	5	4	69	2	-1	2
chor003	1	31	5	4	0	5	71	-5	3	1
chor003	1	32	0	5	5	4	72	5	-3	-1
chor003	1	33	5	4	0	5	71	-5	3	1
chor003	1	34	0	5	5	4	72	5	-3	-1
chor003	1	35	5	4	3	4	71	-2	1	-2
chor003	1	36	3	4	8	4	69	5	-3	-1
chor003	1	37	8	4	3	4	68	-5	3	1
chor003	1	38	3	4	3	4	69	0	0	0
chor003	1	39	3	4	4	5	69	1	0	7
chor003	1	40	4	5	0	5	76	-4	2	-4
chor003	1	41	0	5	2	5	72	2	-1	2
chor003	1	42	2	5	4	5	74	2	-1	2
chor003	1	43	4	5	2	5	76	-2	1	-2
chor003	1	44	2	5	0	5	74	-2	1	-2
chor003	1	45	0	5	5	4	72	5	-3	-1
chor003	2	0	8	4	3	4	68	-5	3	1
chor003	2	1	3	4	8	4	69	5	-3	-1
chor003	2	2	8	4	3	4	68	-5	3	1
chor003	2	3	3	4	8	4	69	5	-3	-1
chor003	2	4	8	4	3	4	68	-5	3	1
chor003	2	5	3	4	5	4	69	2	-1	2
chor003	2	6	5	4	4	4	71	-1	0	-7
chor003	2	7	4	4	6	4	64	2	-1	2
chor003	2	8	6	4	8	4	66	2	-1	2
chor003	2	9	8	4	8	4	68	0	0	0
chor003	2	10	8	4	3	4	68	-5	3	1
chor003	2	11	3	4	8	4	69	5	-3	-1
chor003	2	12	8	4	3	4	68	-5	3	1
chor003	2	13	3	4	1	4	69	-2	1	-2
chor003	2	14	1	4	-1	4	67	-2	1	-2
chor003	2	15	-1	4	4	4	65	5	-3	-1
chor003	2	16	4	4	4	4	64	0	0	0
chor003	2	17	4	4	2	4	64	-2	1	-2
chor003	2	18	2	4	2	4	62	0	0	0
chor003	2	19	2	4	9	4	62	7	-4	1
chor003	2	20	9	4	4	4	63	-5	3	1
chor003	2	21	4	4	9	4	64	5	-3	-1
chor003	2	22	9	4	4	4	63	-5	3	1
chor003	2	23	4	4	9	4	64	5	-3	-1
chor003	2	24	9	4	4	4	63	-5	3	1
chor003	2	25	4	4	1	4	64	-3	2	3
chor003	2	26	1	4	6	4	67	5	-3	-1
chor003	2	27	6	4	4	4	66	-2	1	-2
chor003	2	28	4	4	9	4	64	5	-3	-1
chor003	2	29	9	4	5	3	63	-4	2	-4
chor003	2	30	5	3	3	3	59	-2	1	-2
chor003	2	31	3	3	3	4	57	0	1	12
chor003	2	32	3	4	8	4	69	5	-3	-1
chor003	2	33	8	4	3	4	68	-5	3	1
chor003	2	34	3	4	4	4	69	1	-1	-5
chor003	2	35	4	4	4	4	64	0	0	0
chor003	2	36	4	4	4	4	64	0	0	0
chor003	2	37	4	4	4	4	64	0	0	0
chor003	2	38	4	4	4	4	64	0	0	0
chor003	2	39	4	4	4	4	64	0	0	0
chor003	2	40	4	4	-1	4	64	-5	3	1
chor003	2	41	-1	4	1	4	65	2	-1	2
chor003	2	42	1	4	6	4	67	5	-3	-1
chor003	2	43	6	4	8	4	66	2	-1	2
chor003	2	44	8	4	3	4	68	-5	3	1
chor003	2	45	3	4	4	4	69	1	-1	-5
chor003	3	0	4	4	4	4	64	0	0	0
chor003	3	1	4	4	2	4	64	-2	1	-2
chor003	3	2	2	4	4	4	62	2	-1	2
chor003	3	3	4	4	2	4	64	-2	1	-2
chor003	3	4	2	4	0	4	62	-2	1	-2
